    star_name|sy_dist|st_spectype|st_rad|st_teff|st_mass|st_age|ra|dec|sy_vmag|sy_jmag|sy_hmag|sy_kmag|known_binary_fl|gaia_binary_fl|WDSsep|wds_deltamag
TIC 224302801|46.031131744384766|M0V|0.6111281511115583|3794.0|0.5969311604426741|null|188.19649249435|48.45588531639|11.395997047424316|11.395997047424316|11.395997047424316|11.395997047424316|1|0|null|null
TIC 459797182|35.63639450073242|M0.5V|0.6226722069282478|3839.0|0.6061639676574049|null|184.45165249911|46.62242771712|10.735613822937012|10.735613822937012|10.735613822937012|10.735613822937012|0|0|null|null
TIC 53580461|22.816011428833008|K6V|0.6183562343914815|3854.0|0.5998531348724314|null|183.78676018488|48.73256656968|9.80455207824707|9.80455207824707|9.80455207824707|9.80455207824707|0|0|null|null
TIC 459191811|43.03108215332031|K2V|0.7391521811882059|4619.941616809831|0.7276503443717957|null|180.81186799163|47.84259864483|9.694300651550291|9.694300651550291|9.694300651550291|9.694300651550291|1|1|2.7|5.800000000000001
TIC 53577794|26.55057716369629|M3.5V|0.3704760723185943|3554.7195459027994|0.3964727945193974|null|183.04735019947|48.81760120313|11.956379890441896|11.956379890441896|11.956379890441896|11.956379890441896|1|1|2.8|2.1999999999999997
TIC 416538839|25.082151412963867|M4.0Ve|0.4121992564239541|3373.0|0.4792713598249178|null|183.91404744481|52.6524713661|11.373489379882812|11.373489379882812|11.373489379882812|11.373489379882812|0|0|null|null
TIC 288433563|45.696964263916016|K2III|0.74831187479592|4984.0|0.7773458957672119|11.120183944702148|202.75477443035|42.98333310951|9.36647605895996|9.36647605895996|9.36647605895996|9.36647605895996|0|0|null|null
TIC 165373457|48.79018783569336|K7Ve|0.621361974726916|4228.779757869999|0.6666279435157776|6.708593845367432|201.34793364469|42.69154192164|10.914119720458984|10.914119720458984|10.914119720458984|10.914119720458984|1|0|null|null
TIC 165373460|48.79399108886719|K1V|0.788364904667332|5242.0|0.8776708841323853|2.1952638626098637|201.32258392057|42.69931831199|9.11807918548584|9.11807918548584|9.11807918548584|9.11807918548584|1|0|null|null
TIC 1001152795|46.63090515136719|null||4038.0||null|201.44994811745|44.49339180581|11.73723316192627|11.73723316192627|11.73723316192627|11.73723316192627|0|0|null|null
TIC 288433148|44.88433456420898|null|0.5616937973159349|3780.0|0.5557125665704199|null|202.7019566928|45.78206686468|11.638863563537598|11.638863563537598|11.638863563537598|11.638863563537598|0|0|null|null
TIC 446175401|30.499412536621097|DA+M3V|0.4244359167416138|3579.0|0.4188696954515866|null|201.72196454653|45.54630195318|11.962571144104004|11.962571144104004|11.962571144104004|11.962571144104004|0|0|null|null
TIC 288487800|43.18171310424805|K3|0.5468138270384617|4539.072392150179|0.71|null|203.87149066185|46.5585804893|10.465137481689451|10.465137481689451|10.465137481689451|10.465137481689451|0|0|null|null
TIC 288434679|34.600181579589844|M1e|0.4669963690444942|3728.0|0.464478747073387|null|202.95397236499|46.76734833747|11.680302619934082|11.680302619934082|11.680302619934082|11.680302619934082|0|0|null|null
TIC 332278062|21.16988945007324|M0.5V+M1.5V|0.7059351442035022|3942.0|0.6674360173601603|null|204.46342790149|48.13806829183|9.479336738586426|9.479336738586426|9.479336738586426|9.479336738586426|1|1|1.5|1.2100000000000009
TIC 1001170427|21.16758155822754|M1.5V|0.4820954157497784|3862.6228568090182|0.595621482455507|null|204.46287805161|48.13848898074|10.29601001739502|10.29601001739502|10.29601001739502|10.29601001739502|1|1|1.5|-1.2100000000000009
TIC 272572913|17.80491065979004|M0|0.4691782609812911|3712.0|0.4667961865218744|null|197.23175216634|49.08039931831|10.22012710571289|10.22012710571289|10.22012710571289|10.22012710571289|0|0|null|null
TIC 198106000|21.558801651000977|K4V|0.6348257848433106|4405.4273571290005|0.6782037019729614|10.007421493530272|196.42253301593|49.47193478523|8.822416305541992|8.822416305541992|8.822416305541992|8.822416305541992|0|0|null|null
TIC 272572357|49.35329818725586|null|0.7388649365456926|4627.54562807114|0.7379583716392517|10.921565055847168|197.15225632979|50.82052747876|9.982808113098145|9.982808113098145|9.982808113098145|9.982808113098145|0|0|null|null
TIC 154223760|43.40582656860352|null|0.5104909630433679|3668.0|0.5080015311091945|null|199.39346891089|51.01772334116|11.993653297424316|11.993653297424316|11.993653297424316|11.993653297424316|0|0|null|null
TIC 416591590|26.19625473022461|null|0.3854984641140988|3535.0|0.3752065363119187|null|194.57155648386|52.61211415205|11.844083786010742|11.844083786010742|11.844083786010742|11.844083786010742|0|0|null|null
TIC 286946486|25.44250106811523|K7|0.6351214660516747|4010.934416408076|0.6174599528312683|10.46341037750244|205.10216238039|50.51599190595|9.824379920959473|9.824379920959473|9.824379920959473|9.824379920959473|1|1|17.3|-4.17
TIC 286924945|44.28102493286133|M3|0.5962846074531803|3594.559916454652|0.5762815688940209|null|203.78934828008|50.65467081274|11.952905654907228|11.952905654907228|11.952905654907228|11.952905654907228|1|1|3.6|1.799999999999999
TIC 141819864|43.63370132446289|null|0.5361004483959927|3612.0|0.5330324833242901|null|206.17065649683|54.12863787751|11.968470573425291|11.968470573425291|11.968470573425291|11.968470573425291|0|0|null|null
TIC 165454428|45.26259994506836|null|0.5602212779089771|3749.0|0.5546732304439682|null|201.04301783243|52.69433498916|11.682729721069336|11.682729721069336|11.682729721069336|11.682729721069336|0|0|null|null
TIC 950459425|34.32969284057617|null|0.5226721338857827|3781.848239364773|0.56|null|196.19451115725|55.90233672852|11.321898460388184|11.321898460388184|11.321898460388184|11.321898460388184|1|1|2.0|-0.9700000000000006
TIC 155873175|34.595664978027344|M0V|0.6979746716568757|3951.2585274316734|0.6941450726527256|null|196.19416449087|55.90280785954|10.395696640014648|10.395696640014648|10.395696640014648|10.395696640014648|1|1|2.0|0.9700000000000006
TIC 159159828|33.678924560546875|M1|0.5406353348385953|3796.0|0.5367338314389111|null|199.33409211388|57.65036007075|11.075324058532717|11.075324058532717|11.075324058532717|11.075324058532717|0|0|null|null
TIC 147623810|44.232852935791016|K3|0.8435979740886635|4629.160853840683|0.73|null|197.31734377687|58.57516076197|9.454978942871094|9.454978942871094|9.454978942871094|9.454978942871094|0|1|null|null
TIC 159182632|46.03289031982422|null|0.6758393950453617|4450.421913166264|0.69|null|200.50999372194|58.45356824875|10.26837158203125|10.26837158203125|10.26837158203125|10.26837158203125|0|0|null|null
TIC 157273292|42.33684921264648|K6V|0.7396901155488216|4018.597064770328|0.63|null|198.6049995179|59.0719562018|10.585387229919434|10.585387229919434|10.585387229919434|10.585387229919434|0|0|null|null
TIC 51269322|26.8126220703125|M3.5Ve|0.3466127669952764|3398.0|0.4996847394401887|null|192.14376769048|49.56501740353|11.348832130432127|11.348832130432127|11.348832130432127|11.348832130432127|0|0|null|null
TIC 157861370|47.70592880249024|null|0.5289770059200525|3949.5392828495|0.5471515558064846|null|190.81311869921|51.92912902428|11.698616981506348|11.698616981506348|11.698616981506348|11.698616981506348|0|0|null|null
TIC 354035894|47.77751159667969|K7V|0.6819796947368387|4077.8055091436886|0.64|null|189.71876193638|50.01720619228|10.919404983520508|10.919404983520508|10.919404983520508|10.919404983520508|0|0|null|null
TIC 99329312|49.1490592956543|K8|0.6698514805612994|4371.846484058589|0.68|null|189.82220453262|54.45771030358|10.544988632202148|10.544988632202148|10.544988632202148|10.544988632202148|0|0|null|null
TIC 154220180|28.726049423217773|M0.0V|0.5804604166696409|3875.0|0.5715119520269973|null|184.95026077429|52.77916674672|10.437862396240234|10.437862396240234|10.437862396240234|10.437862396240234|0|0|null|null
TIC 233164080|37.032493591308594|K2|0.60845636844415|4477.034062508836|0.7001875638961792|null|186.62435233173|54.55596649617|9.98608112335205|9.98608112335205|9.98608112335205|9.98608112335205|0|0|null|null
TIC 224289449|15.241348266601562|K5V|0.5854556046826866|3868.0|0.5758356486437696|null|183.08691517484|54.48575655478|9.043073654174805|9.043073654174805|9.043073654174805|9.043073654174805|1|1|14.7|3.619999999999999
TIC 55754320|33.966896057128906|K5|0.6738621373332419|4972.377801962115|0.81|null|181.44833816061|53.91561241921|8.95392894744873|8.95392894744873|8.95392894744873|8.95392894744873|1|0|null|null
TIC 55754318|33.615474700927734|M0.5V|0.453829584469374|3747.0|0.5670249457147492|null|181.44390143449|53.93053721791|10.92298698425293|10.92298698425293|10.92298698425293|10.92298698425293|1|0|null|null
TIC 224297979|49.66316986083984|M0.21|0.5775293004626063|4232.2|0.66|null|185.2863876001|56.70241702964|11.104488372802734|11.104488372802734|11.104488372802734|11.104488372802734|0|0|null|null
TIC 224298134|36.96040344238281|M2.09|0.4791793213197761|3577.0|0.4774716596893474|null|185.339398525|57.75246710573|11.95021629333496|11.95021629333496|11.95021629333496|11.95021629333496|0|0|null|null
TIC 224288693|26.70351219177246|K5V|0.6664898540120991|4213.0|0.65|null|183.02176696347|58.92639228019|9.478558540344238|9.478558540344238|9.478558540344238|9.478558540344238|0|0|null|null
TIC 150385159|43.67985153198242|K6V|0.7424032093089017|4258.695252135766|0.66|null|192.9480376843|59.80798775134|10.23961353302002|10.23961353302002|10.23961353302002|10.23961353302002|0|0|null|null
TIC 159527171|44.90682601928711|K0|0.7844279705744936|5014.67742471329|0.7872624397277832|12.386714935302734|190.88863512458|60.01464027169|9.183513641357422|9.183513641357422|9.183513641357422|9.183513641357422|1|1|1.9|8.700000000000001
TIC 147671540|41.18098831176758|null|0.5324851921557211|3814.827138979022|0.5503344672850594|null|185.667733223|60.98178176153|11.614511489868164|11.614511489868164|11.614511489868164|11.614511489868164|1|0|null|null
TIC 417930917|42.36533737182617|K0|0.6830241856461438|4987.677403056114|0.8011513948440552|1.8145560026168823|186.4710704248|62.18229780086|9.38735294342041|9.38735294342041|9.38735294342041|9.38735294342041|0|0|null|null
TIC 147670988|18.3544864654541|M3V|0.4745563209011606|3487.0|0.4723019487956321|null|185.75066938116|64.03082327234|10.552364349365234|10.552364349365234|10.552364349365234|10.552364349365234|0|0|null|null
TIC 161666492|42.60561752319336|M1.5V|0.6151642570188891|3700.0|0.6004580599768544|null|226.5118634614|45.36454735549|11.343645095825195|11.343645095825195|11.343645095825195|11.343645095825195|0|0|null|null
TIC 1102069399|11.70097827911377|null||||null|225.2315277777|45.42579334698|11.717453002929688|11.717453002929688|11.717453002929688|11.717453002929688|1|1|2.0|-3.630000000000001
TIC 310004225|33.745697021484375|K7Ve|0.7211170779544764|4107.1|0.64|null|224.87746341052|45.44802752045|9.992722511291504|9.992722511291504|9.992722511291504|9.992722511291504|1|1|63.1|-1.75
TIC 230200897|39.68309783935547|M6e|0.459942307302983|3488.0|0.5531882939870171|null|227.22217277247|49.56840096753|11.775094032287598|11.775094032287598|11.775094032287598|11.775094032287598|0|0|null|null
TIC 313403579|39.45742416381836|K5V|0.6006071440738958|3894.0|0.5888819712798787|null|227.29066822206|49.64023474119|10.987446784973145|10.987446784973145|10.987446784973145|10.987446784973145|0|0|null|null
TIC 459941515|47.33338928222656|K7|0.5647274918370536|4129.4|0.65|null|225.60696402598|49.2850754985|11.216955184936523|11.216955184936523|11.216955184936523|11.216955184936523|0|0|null|null
TIC 283858338|31.14545440673828|M7|0.4289690056600534|3520.0|0.4237832943252667|null|230.68186729262|50.67397495476|11.981775283813477|11.981775283813477|11.981775283813477|11.981775283813477|0|0|null|null
TIC 235556345|43.83697509765625|K0|0.7373229079758197|5415.307715981983|0.94|null|231.98652188918|51.58204487837|8.861825942993164|8.861825942993164|8.861825942993164|8.861825942993164|0|0|null|null
TIC 161821165|44.60890579223633|K6V|0.6006548879152219|4257.5|0.67|null|238.84799349117|54.09357998629|10.747316360473633|10.747316360473633|10.747316360473633|10.747316360473633|0|0|null|null
TIC 235568605|40.83480453491211|M0|0.6251426945192702|4000.0|0.6148110032081604|10.470617294311523|234.28918216927|53.3223435141|10.92683219909668|10.92683219909668|10.92683219909668|10.92683219909668|0|0|null|null
TIC 313422129|35.85541534423828|null|0.4678914333785783|3568.0|0.4651885953432244|null|228.35455626555|52.31036245588|11.949074745178224|11.949074745178224|11.949074745178224|11.949074745178224|0|0|null|null
TIC 444059177|31.679258346557617|null|0.4526353217417319|3497.0|0.4496458829787071|null|230.95378897213|53.49970695661|11.926706314086914|11.926706314086914|11.926706314086914|11.926706314086914|0|0|null|null
TIC 165624285|47.55441284179688|K5|0.6727717269450283|4121.808250508377|0.64|null|227.58372116815|56.15080639473|10.86292552947998|10.86292552947998|10.86292552947998|10.86292552947998|0|0|null|null
TIC 165764308|44.21656799316406|M1.0V|0.6562971242712214|3767.0|0.631388422548816|null|232.28891810623|57.41165796659|11.063215255737305|11.063215255737305|11.063215255737305|11.063215255737305|1|1|185.4|-4.8500000000000005
TIC 441709023|14.526463508605955|M2.5V|0.4085508231338393|3482.0|0.4011522413718112|null|216.29825181905|51.83141808983|10.498153686523438|10.498153686523438|10.498153686523438|10.498153686523438|1|1|70.2|-7.360000000000001
TIC 155897867|47.5509147644043|null|0.7961418131988179|4992.2|0.83|null|218.90584541263|53.69883454561|9.311442375183104|9.311442375183104|9.311442375183104|9.311442375183104|0|0|null|null
TIC 158497642|43.94552230834961|null|0.5622094611692208|3909.0|0.5561875441755891|null|220.37014936592|54.19824108803|11.423492431640623|11.423492431640623|11.423492431640623|11.423492431640623|0|0|null|null
TIC 298163220|45.87002182006836|M0.0V|0.715254898208376|4005.947893593784|0.62|null|219.12550769877|55.72322376042|10.855230331420898|10.855230331420898|10.855230331420898|10.855230331420898|0|0|null|null
TIC 158533060|33.28779220581055|null|0.4842865757658929|3568.0|0.4827581797589243|null|220.93018897941|55.52083012187|11.711994171142578|11.711994171142578|11.711994171142578|11.711994171142578|0|0|null|null
TIC 158497128|46.57562255859375|K4/5V|0.6269898926668234|3889.0|0.6099841587374265|null|220.12048586662|55.85278782537|11.22683811187744|11.22683811187744|11.22683811187744|11.22683811187744|0|0|null|null
TIC 1001291727|38.329376220703125|K3|0.747428727741658|4957.877995548311|0.7658224701881409|13.27674674987793|213.25391756358|55.32507475337|9.00755786895752|9.00755786895752|9.00755786895752|9.00755786895752|1|1|2.8|-0.3599999999999994
TIC 441694503|41.58808517456055|K0|0.8958585059184032|4840.59601308604|0.7861653953864821|null|213.40357861927|55.36978415325|8.926795959472656|8.926795959472656|8.926795959472656|8.926795959472656|1|1|0.3|1.67
TIC 357348571|42.20100402832031|null|0.5241365367984226|3756.0|0.5213150376247845|null|218.17050225979|55.88701639804|11.7047700881958|11.7047700881958|11.7047700881958|11.7047700881958|1|0|null|null
TIC 357348573|42.12425994873047|null|0.530559920021085|3771.0|0.5276275544309607|null|218.17211877461|55.89111005289|11.662357330322266|11.662357330322266|11.662357330322266|11.662357330322266|1|0|null|null
TIC 298164374|18.437929153442383|M3.0Ve|0.440984458457725|3467.0|0.4369612765467586|null|219.22078917739|58.3486012833|10.711101531982422|10.711101531982422|10.711101531982422|10.711101531982422|0|0|null|null
TIC 166151662|43.91900253295898|K5|0.8335016037261289|4827.0|0.7748000025749207|null|216.11205676119|60.25689361061|9.315166473388672|9.315166473388672|9.315166473388672|9.315166473388672|1|1|8.7|4.280000000000001
TIC 202299286|41.43234634399414|K7.5V|0.6315435991800561|4007.959256747624|0.6217975616455078|10.733065605163574|225.05165078217|54.41725421653|10.900927543640137|10.900927543640137|10.900927543640137|10.900927543640137|0|0|null|null
TIC 366125129|47.23075866699219|K5V|0.6373785100504984|3925.0|0.6171065148957112|null|224.17699422831|57.30707534024|11.159008979797363|11.159008979797363|11.159008979797363|11.159008979797363|0|0|null|null
TIC 405504412|25.73712921142578|K5V|0.7224796759408699|4035.48702634989|0.6560248136520386|12.466592788696287|224.56531991955|59.58345396694|9.52545166015625|9.52545166015625|9.52545166015625|9.52545166015625|0|0|null|null
TIC 202510236|32.51429748535156|null|0.4959799843611354|3657.0|0.4940188655115106|null|231.88790439819|61.00055705999|11.43929958343506|11.43929958343506|11.43929958343506|11.43929958343506|0|0|null|null
TIC 165599288|29.300975799560547|M2.2V|0.4329390706895315|3466.0|0.4280475949187151|null|227.2837757029|59.07381601246|11.883529663085938|11.883529663085938|11.883529663085938|11.883529663085938|0|0|null|null
TIC 165623351|48.52177429199219|K6V|0.6526306276600861|4177.755802938039|0.6598497629165649|12.898776054382324|227.39575094068|59.29225419864|10.878765106201172|10.878765106201172|10.878765106201172|10.878765106201172|0|0|null|null
TIC 202425393|17.072256088256836|M1V|0.4862905193772837|3636.0|0.4845370432421224|null|226.07709947948|60.38458725674|10.117958068847656|10.117958068847656|10.117958068847656|10.117958068847656|0|0|null|null
TIC 202440158|32.89459609985352|null|0.4532248929112754|3638.0|0.4502533372719867|null|227.38612545374|61.77102859227|11.779934883117676|11.779934883117676|11.779934883117676|11.779934883117676|0|0|null|null
TIC 232977967|21.318328857421875|M2.5V|0.4094656389051165|3535.0|0.4826518341739347|null|218.27698507108|61.01229478869|11.302949905395508|11.302949905395508|11.302949905395508|11.302949905395508|1|1|1.0|0.5999999999999996
TIC 159630980|41.07699966430664|null|0.7221894734550723|5073.736393486049|0.7966431379318237|7.976008415222168|220.51185296577|61.26275140258|9.105575561523438|9.105575561523438|9.105575561523438|9.105575561523438|1|1|4.2|-2.83
TIC 282927120|31.18835067749023|M1.5V|0.4940205925116057|3676.0|0.4921855501101391|null|228.90657973287|63.83131901436|11.333399772644045|11.333399772644045|11.333399772644045|11.333399772644045|0|0|null|null
TIC 286171038|48.3148193359375|M0.5V|0.6664899757837526|3842.0|0.6634461753150096|null|240.33930104103|57.18600419572|10.992718696594238|10.992718696594238|10.992718696594238|10.992718696594238|0|1|null|null
TIC 458484515|32.75283432006836|K5V|0.715152006723925|4206.009570266178|0.66|null|239.4567641714|59.27102732307|9.780303001403809|9.780303001403809|9.780303001403809|9.780303001403809|1|0|null|null
TIC 161729713|39.64460754394531|K7V|0.6899439418752548|4054.972768761098|0.63|null|237.69183444522|58.96540955635|10.529054641723633|10.529054641723633|10.529054641723633|10.529054641723633|1|0|null|null
TIC 199524942|32.20621109008789|M0V|0.6299943743407469|4548.0|0.66|null|240.1494479321|61.66142633369|9.508625984191896|9.508625984191896|9.508625984191896|9.508625984191896|0|0|null|null
TIC 232602607|43.69701766967773|M1.5|0.5611468038024927|4326.1|0.68|null|257.78383226818|62.95233052692|10.737387657165527|10.737387657165527|10.737387657165527|10.737387657165527|1|0|null|null
TIC 233193894|39.63953399658203|null|0.6047691943712538|3784.0|0.5924274489047731|null|263.96736708193|68.52769552595|11.041869163513184|11.041869163513184|11.041869163513184|11.041869163513184|0|0|null|null
TIC 233193893|39.848236083984375|K2|0.720821172946262|5224.808655314751|0.88|null|263.97327572831|68.53071365835|8.887530326843262|8.887530326843262|8.887530326843262|8.887530326843262|0|0|null|null
TIC 233200932|40.74250793457031|K5|0.7254778146883724|4799.0|0.7572475671768188|10.394124031066896|265.26862684739|69.22080705744|9.390082359313965|9.390082359313965|9.390082359313965|9.390082359313965|0|0|null|null
TIC 219090984|47.005409240722656|null|0.5915077820584895|4017.1015712541903|0.63|null|268.87268971354|70.43993629334|11.300673484802246|11.300673484802246|11.300673484802246|11.300673484802246|0|0|null|null
TIC 219859634|42.668907165527344|K5|0.8608751912116385|5042.962036985904|0.8010549545288086|null|257.91144112451|69.33530722185|8.839774131774902|8.839774131774902|8.839774131774902|8.839774131774902|0|0|null|null
TIC 233196168|35.96751022338867|M0.5|0.5224443695603355|3815.578485327813|0.5426111850649856|null|264.36109678989|71.065869151|11.360507011413574|11.360507011413574|11.360507011413574|11.360507011413574|1|0|null|null
TIC 219096061|49.28185272216797|K3|0.6601684419882526|4470.20853517095|0.6994543075561523|9.33321762084961|269.52304615741|71.98554396525|10.43915557861328|10.43915557861328|10.43915557861328|10.43915557861328|0|0|null|null
TIC 236713907|48.72966003417969|G5|0.766122020141724|5104.9954151952925|0.7895560264587402|12.43897533416748|239.08361835624|63.81659205896|9.315163612365724|9.315163612365724|9.315163612365724|9.315163612365724|0|0|null|null
TIC 229552665|32.43365478515625|M1V|0.6021400385656247|3858.0|0.5896714110572223|null|238.45274180987|64.15927106286|10.577664375305176|10.577664375305176|10.577664375305176|10.577664375305176|0|0|null|null
TIC 199550243|39.94453430175781|null|0.5037833799765078|3613.0|0.5018602441556381|null|241.09840255737|64.86107714939|11.90879249572754|11.90879249572754|11.90879249572754|11.90879249572754|0|0|null|null
TIC 230073588|10.760478019714355|M3.0V|0.4584655228904009|3438.0|0.4555272311308468|null|244.1888120591|67.25624384955|9.618663787841797|9.618663787841797|9.618663787841797|9.618663787841797|1|1|64.5|-2.110000000000001
TIC 355950542|49.00381088256836|G6V|0.9094076578637778|5515.0|0.8861457109451294|10.02357006072998|231.02068951026|66.55392804717|8.56535530090332|8.56535530090332|8.56535530090332|8.56535530090332|0|0|null|null
TIC 232538898|39.31368637084961|K2|0.7229233805799289|4733.117256093468|0.741359293460846|11.596189498901367|227.32819317735|66.66011800645|9.40115451812744|9.40115451812744|9.40115451812744|9.40115451812744|1|1|78.5|2.8999999999999986
TIC 272785770|25.598175048828125|M2.5Ve|0.4890452349005731|3534.0|0.4872106372835748|null|238.946776548|68.67051404567|11.129169464111328|11.129169464111328|11.129169464111328|11.129169464111328|0|0|null|null
TIC 1102509412|29.550613403320312|null||||null|239.58876594506|70.89505571348|10.39694118499756|10.39694118499756|10.39694118499756|10.39694118499756|1|1|2.4|-5.0
TIC 230136637|34.75372314453125|M0|0.5829493662002734|4216.0|0.622|null|252.87658719205|68.53709897608|10.336671829223633|10.336671829223633|10.336671829223633|10.336671829223633|0|0|null|null
TIC 356735146|26.89402198791504|M1.5V|0.4770877057720338|3680.0|0.4751433170026807|null|254.68224997948|68.89793299496|11.08734130859375|11.08734130859375|11.08734130859375|11.08734130859375|0|0|null|null
TIC 233196602|24.14453125|K5|0.674948130747028|4549.976003801256|0.7009738683700562|13.003912925720217|264.64206554074|71.33231386609|8.7306547164917|8.7306547164917|8.7306547164917|8.7306547164917|1|1|8.5|3.74
TIC 441792834|39.709110260009766|K5|0.6292451939963816|4079.881928207208|0.6239665746688843|null|263.27656888492|74.56733939305|10.68887710571289|10.68887710571289|10.68887710571289|10.68887710571289|0|0|null|null
TIC 141874552|28.748170852661133|M1.0V|0.522042506386266|3732.0|0.5194868648642961|null|208.23169954857|56.60558016637|10.93659496307373|10.93659496307373|10.93659496307373|10.93659496307373|0|0|null|null
TIC 141862887|31.8952751159668|M1.5V|0.5704845976275618|3675.0|0.563675826425558|null|207.14585362548|56.33558458546|10.983049392700195|10.983049392700195|10.983049392700195|10.983049392700195|0|0|null|null
TIC 141816993|21.605484008789062|M3.5Ve|0.2659177576209958|3392.0|0.4076992166464299|null|205.44300339031|58.25547703741|11.816259384155272|11.816259384155272|11.816259384155272|11.816259384155272|1|1|0.9|0.9000000000000004
TIC 141864507|49.680137634277344|K7V|0.7073673959392728|4125.956045215879|0.64|null|207.61924133275|58.65657100465|10.841941833496094|10.841941833496094|10.841941833496094|10.841941833496094|0|0|null|null
TIC 441697775|28.39835929870605|M3V|0.4830725207428574|3694.0|0.4811511269354891|null|213.92700873886|59.45839435927|11.275552749633787|11.275552749633787|11.275552749633787|11.275552749633787|1|1|5.1|-0.200000000000001
TIC 441697774|28.37129020690918|M2.2|0.4366149712967667|3565.0|0.4319215302488999|null|213.92482913573|59.45758980676|11.92143440246582|11.92143440246582|11.92143440246582|11.92143440246582|1|1|5.1|0.200000000000001
TIC 207384131|44.15807723999024|null|0.5340519509327368|3675.0|0.530515765130088|null|207.23047931309|60.53188454412|11.856600761413574|11.856600761413574|11.856600761413574|11.856600761413574|0|0|null|null
TIC 284712089|37.1246337890625|M0.5Ve|0.5168495253318854|3752.0|0.5141387234401223|null|201.5489155435|59.79337145564|11.490490913391112|11.490490913391112|11.490490913391112|11.490490913391112|0|0|null|null
TIC 284184793|32.30853271484375|K7V|0.653405608581122|3903.0|0.6296306550435047|null|206.38066668825|60.98264818502|10.277398109436035|10.277398109436035|10.277398109436035|10.277398109436035|0|0|null|null
TIC 459225217|41.60034942626953|K2|0.8035634556247486|4830.52420113846|0.78|null|203.84617850781|62.9081198788|9.17550563812256|9.17550563812256|9.17550563812256|9.17550563812256|0|0|null|null
TIC 166174563|44.93818283081055|null|0.6522039985932481|3966.649038957179|0.6864713568232682|null|216.82583500847|63.00549206154|11.082752227783203|11.082752227783203|11.082752227783203|11.082752227783203|1|1|3.5|0.4000000000000003
TIC 166174564|44.915470123291016|null|0.6237272723602546|3944.500538226041|0.6995355396379688|null|216.82792912371|63.00531207345|11.219188690185549|11.219188690185549|11.219188690185549|11.219188690185549|1|1|3.5|-0.4000000000000003
TIC 232980902|49.51415252685547|null|0.5688636353454799|3843.0|0.5618517406650009|null|218.86299124254|64.83619044218|11.69927215576172|11.69927215576172|11.69927215576172|11.69927215576172|0|0|null|null
TIC 219004642|10.927592277526855|M3V|0.4008935751023438|3545.0|0.3925503010269173|null|220.58989966718|66.05579029831|9.854037284851074|9.854037284851074|9.854037284851074|9.854037284851074|1|1|2.2|5.999999999999998
TIC 219007045|38.17380142211914|M1.0V|0.5804283785001274|3743.0|0.5717302196192777|null|220.96364471167|66.74242820195|11.201382637023926|11.201382637023926|11.201382637023926|11.201382637023926|0|0|null|null
TIC 233183565|39.36039352416992|M1.5V|0.7329379122632033|3493.0|0.5932608619566254|null|219.41634997578|67.75888259598|11.45760440826416|11.45760440826416|11.45760440826416|11.45760440826416|0|0|null|null
TIC 358767843|39.41728591918945|K5V|0.7350898303696793|4404.920105969731|0.69|null|209.17776430872|64.6657447041|9.81504249572754|9.81504249572754|9.81504249572754|9.81504249572754|1|1|8.0|3.4700000000000006
TIC 284185810|27.61560821533203|M1.5V|0.392060207011382|3631.0|0.5188098641803203|null|208.20852190764|65.62214017652|11.064841270446776|11.064841270446776|11.064841270446776|11.064841270446776|0|0|null|null
TIC 154011858|39.03192901611328|K7.5V|0.6112024968624462|3989.7969909303074|0.5874683168018238|null|206.12212839489|68.46396326395|10.875445365905762|10.875445365905762|10.875445365905762|10.875445365905762|0|0|null|null
TIC 154107531|25.67495918273925|M3.0V|0.4717356413774171|3477.0|0.4695244546027799|null|211.56204687572|69.31159335944|11.385592460632324|11.385592460632324|11.385592460632324|11.385592460632324|0|0|null|null
TIC 142385359|36.07501983642578|M0.5V|0.5680162913353196|3804.0|0.5605386107779649|null|197.19246288848|63.27386333527|11.07943058013916|11.07943058013916|11.07943058013916|11.07943058013916|0|0|null|null
TIC 142383642|49.09908676147461|null|0.5619805225874405|3692.0|0.5563091823744912|null|196.70549357324|64.48256850608|11.932613372802734|11.932613372802734|11.932613372802734|11.932613372802734|0|0|null|null
TIC 341687654|10.189525168127163|M3V|0.5118266644158125|3236.0|0.4357008254479067|null|192.25687831865|66.10978353536|9.844049453735352|9.844049453735352|9.844049453735352|9.844049453735352|1|1|0.3|0.0
TIC 232966413|34.210205078125|K2|0.8045811585303996|4945.0|0.82|null|197.58621752092|67.49482287272|8.61664867401123|8.61664867401123|8.61664867401123|8.61664867401123|0|0|null|null
TIC 148917709|33.199012756347656|M0.0V|0.6279205905600977|3943.0|0.610104742574067|null|188.18739026291|68.26251528609|10.446663856506348|10.446663856506348|10.446663856506348|10.446663856506348|0|0|null|null
TIC 148914496|46.60820770263672|K5V|0.6528396707550504|4366.057301122825|0.6761316061019897|13.37379550933838|187.04477698733|68.47079942367|10.49424648284912|10.49424648284912|10.49424648284912|10.49424648284912|0|0|null|null
TIC 148909368|19.54930305480957|M3.0V|0.3636786474926406|3446.0|0.3501031492005816|null|185.44788893284|68.2677911917|11.458523750305176|11.458523750305176|11.458523750305176|11.458523750305176|0|0|null|null
TIC 148894032|38.42622375488281|K5|0.7304937883133188|4626.667923061991|0.73|null|184.37278047644|69.25687928404|9.465261459350586|9.465261459350586|9.465261459350586|9.465261459350586|0|1|null|null
